naziv;opis;tip_ustanove;maticna_skola;sifra;podsifra;zupanija;adresa;mjesto;lokacija;ravnatelj;telefon;faks;e_mail;web;podrucni_objekti
Osnovna škola Antun Mihanović Nova Kapela Batrina;Osnovna škola;Matična škola;NA;12-346-001;0-0;Brodsko-posavska;STJEPANA RADIĆA 156;35410  Batrina; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Lidija  Grozdanović;035/384-018 , 035/384-017;035/384-018;ured@os-amihanovic-batrina.skole.hr;http://os-amihanovic-batrina.skole.hr/;  Osnovna škola Antun Mihanović Nova Kapela Batrina - Područna škola Bili Brig   , Bili Brig 42, 35410 Nova Kapela ,   Osnovna škola Antun Mihanović Nova Kapela Batrina - Područna škola Magić Mala   , Magić Mala, Branka Bertovića 62, 35410 Magić Mala ,   Osnovna škola Antun Mihanović Nova Kapela Batrina - Područna škola Siče   , Siče, Stjepana Radića 17, 35410 Siče ,   Osnovna škola Antun Mihanović Nova Kapela Batrina - Područna škola Seoce   , Seoce 68, 35410 Seoce ,   Osnovna škola Antun Mihanović Nova Kapela Batrina - Područna škola Dragovci   , Dragovci 115 A, 35410 Dragovci ,   Osnovna škola Antun Mihanović Nova Kapela Batrina - Područna škola Donji Lipovac   , Donji Lipovac 44 , 35410 Donji Lipovac ,   Osnovna škola Antun Mihanović Nova Kapela Batrina - Područna škola Srednji Lipovac   , Srednji Lipovac 66, 35410 Srednji Lipovac
Osnovna škola Okučani;Osnovna škola;Matična škola;NA;12-347-001;0-0;Brodsko-posavska;BLAŽENOG KARDINALA A. STEPINCA 5;35430  Okučani; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Ivana  Mijatović;035/371-087 , 035/371-087 , 035/371-033;035/371-087;os-okucani@sb.t-com.hr , ured@os-okucani.skole.hr;http://os-okucani.skole.hr/;  Osnovna škola Okučani - Područna škola Smrtić   , SMRTIĆ 150, 35429 Smrtić ,   Osnovna škola Okučani - Područna škola Gornji Bogićevci   , TRG HRVATSKIH BRANITELJA 3, 35429 Gornji Bogićevci ,   Osnovna škola Okučani - Područna škola Stara Gradiška   , LJUDEVITA POSAVSKOG 2, 35435 Stara Gradiška
Osnovna škola Ante Starčevića;Osnovna škola;Matična škola;NA;12-348-001;0-0;Brodsko-posavska;Vladimira Nazora 23;35403  Rešetari; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Tihomir  Batalo;035/367-240 , 035/367-240 , 035/333171;035/333-210;ured@os-astarcevic-resetari.skole.hr;http://os-astarcevic-resetari.skole.hr/;NA
Osnovna škola Vladimir Nazor;Osnovna škola;Matična škola;NA;12-348-002;0-0;Brodsko-posavska;STJEPANA RADIĆA 3;35422  Adžamovci; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Marija  Petričević;035/342-317 , 035/342-271;NA;ured@os-vnazor-adzamovci.skole.hr;os-v.nazor-adzamovci.skole.hr;  Osnovna škola Vladimir Nazor - Područna škola Drežnik   , Stjepana Radića 40, 35422 Drežnik ,   Osnovna škola Vladimir Nazor - Područna škola Gunjavci   , Hrvatskih branitelja 3, 35422 Gunjavci ,   Osnovna škola Vladimir Nazor - Područna škola Bodovaljci   , Bodovaljci 103, 35422 Bodovaljci ,   Osnovna škola Vladimir Nazor - Područna škola Laze   , Laze 50, 35422 Laze
Osnovna škola Ivana Gorana Kovačića;Osnovna škola;Matična škola;NA;12-349-001;0-0;Brodsko-posavska;MATIJE GUPCA 29;35420  Staro Petrovo Selo; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Zrinka  Dejanović;035/387-060 , 035/387-066 , 035/387-060;035/387-066;ured@os-igkovacic-staropetrovoselo.skole.hr;http://os-igkovacic-staropetrovoselo.skole.hr/;  Osnovna škola Ivana Gorana Kovačića - Područna škola Godinjak   , GODINJAK 129, 35422 Godinjak ,   Osnovna škola Ivana Gorana Kovačića - Područna škola Tisovac   , TISOVAC 35, 35420 Tisovac ,   Osnovna škola Ivana Gorana Kovačića - Područna škola Štivica   , ŠTIVICA 123, 35420 Štivica ,   Osnovna škola Ivana Gorana Kovačića - Područna škola Donji Crnogovci   , DONJI CRNOGOVCI 15, 35422 Donji Crnogovci
Osnovna škola Markovac;Osnovna škola;Matična škola;NA;12-349-002;0-0;Brodsko-posavska;Vrbova 258A;35414  Vrbova; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Melita  Selichar;035/389-144 , 035/389-144 , 035/389-144;035/389-144;skola@os-markovac-vrbova.skole.hr;http://os-markovac-vrbova.skole.hr/;  Osnovna škola Markovac - Područna škola Komarnica   , Komarnica 62, 35420 Komarnica
OSNOVNA ŠKOLA BENKOVAC;Osnovna škola;Matična škola;NA;13-002-001;0-0;Zadarska;ANTUNA MIHANOVIĆA 21;23420  Benkovac; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Tonći  Kuman;023 684-178 , 023 681 853 , 023/681-853 , 023/681-853,684-177;NA;ravnatelj@os-benkovac.skole.hr , racunovodstvo@os-benkovac.skole.hr , logoped@os-benkovac.skole.hr , psiholog@os-benkovac.skole.hr , knjiznica@os-benkovac.skole.hr , ured@os-benkovac.skole.hr  , os-benkovac@zd.t-com.hr;NA;  OSNOVNA ŠKOLA BENKOVAC - Područna škola Podlug   , PODLUG 30, 23420 Podlug ,   OSNOVNA ŠKOLA BENKOVAC - Područna škola Bruška   , BRUŠKA, 23420 Bruška ,   OSNOVNA ŠKOLA BENKOVAC - Područna škola Nadin   , NADIN bb, 23420 Nadin ,   OSNOVNA ŠKOLA BENKOVAC - Područna škola Perušić Gornji   , PERUŠIĆ BENKOVAČKI bb, 23420 Perušić Benkovački ,   OSNOVNA ŠKOLA BENKOVAC - Područna škola Korlat   , KORLAT, 23420 Korlat ,   OSNOVNA ŠKOLA BENKOVAC - Područna škola Popovići   , POPOVIĆI, 23420 Benkovac ,   OSNOVNA ŠKOLA BENKOVAC - Područna škola Lisičić   , LISIČIĆ 40, 23420 Lisičić ,   OSNOVNA ŠKOLA BENKOVAC - Područna škola Raštević   , RAŠTEVIĆ, 23420 Raštević
Osnovna škola Biograd;Osnovna škola, Umjetnička škola;Matična škola;NA;13-003-001;0-0;Zadarska;Dr. Franje Tuđmana 27;23210  Biograd na Moru; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Jordanko  Miloš;383-030 , 385-024 , 386-729;657-405;os.biograd@os-biogradnamoru.skole.hr;os-biogradnamoru.skole.hr;  Osnovna glazbena škola pri Osnovnoj školi Biograd   , DR FRANJE TUĐMANA 27, 23210 Biograd na Moru ,   Osnovna škola Biograd - Područna škola Raštane Gornje   , GORNJE RAŠTANE, 23207 Gornje Raštane ,   Osnovna škola Biograd - Područna škola Tkon   , Put Mrviska 5, 23212 Tkon
OSNOVNA ŠKOLA NIKOLE TESLE;Osnovna škola;Matična škola;NA;13-027-001;0-0;Zadarska;Školska 12;23440  Gračac; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Slavica  Miočić;023/773-066 , 023/775-033 , 023/773-084;023/773-084;ured@os-ntesle-gracac.skole.hr;http://os-ntesle-gracac.skole.hr/;  OSNOVNA ŠKOLA NIKOLE TESLE - Područna škola Donji Srb   , SRB, SPLITSKA 1, 23445 Srb (Gornji i Donji)
OSNOVNA ŠKOLA OBROVAC;Osnovna škola;Matična škola;NA;13-055-001;0-0;Zadarska;BANA JOSIPA JELAČIĆA 13;23450  Obrovac; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Željko  Modrić;023/689-059 , 023/689-417;023/689-059;obrovac@os-obrovac.skole.hr;NA;  OSNOVNA ŠKOLA OBROVAC - Područna škola Žegar   , KAŠTEL ŽEGARSKI, 23450 Kaštel Žegarski ,   OSNOVNA ŠKOLA OBROVAC - Područna škola Karin   , KARIN GORNJI XXII ulica 2, 23452 Gornji Karin ,   OSNOVNA ŠKOLA OBROVAC - Područna škola Kruševo   , Pržine 1, 23450 Kruševo
OSNOVNA ŠKOLA JURJA DALMATINCA PAG;Osnovna škola;Matična škola;NA;13-063-001;0-0;Zadarska;ANTE STARČEVIĆA 12;23250  Pag; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Željka  Zubović;023 / 611-455 , 023 / 611-517;023 / 611-455;ured@os-jdalmatinca-pag.skole.hr;http://www.os-jdalmatinca-pag.skole.r;  OSNOVNA ŠKOLA JURJA DALMATINCA PAG - Područna škola Dinjiška   , DINJIŠKA, ZADARSKA 22, 23249 Dinjiška ,   OSNOVNA ŠKOLA JURJA DALMATINCA PAG - Područna škola Povljana   , POVLJANA, ANTE STARČEVIĆA 30, 23249 Povljana ,   OSNOVNA ŠKOLA JURJA DALMATINCA PAG - Područna škola Vlašići   , VLAŠIĆI, PUT MRTA 35, 23249 Vlašići
OSNOVNA ŠKOLA STANOVI;Osnovna škola;Matična škola;NA;13-107-001;0-0;Zadarska;RINE ARAS 3;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Markica  Perić;212-095 , 317-080 , 319-120 , 224-230 , 315-499;317-080;uprava@os-stanovi-zd.skole.hr;http://www.os-stanovi-zd.skole.hr/;  OSNOVNA ŠKOLA STANOVI - Područna škola Crno   , CRNO 68, 23000 Crno
OSNOVNA ŠKOLA KRUNE KRSTIĆA - ZADAR;Osnovna škola;Matična škola;NA;13-107-002;0-0;Zadarska;TRG GOSPE LORETSKE 3;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Jasmina  Matešić;023/224-800 , 023/224-801 , 023/224-802, 224-803, 224-807;023/224-808;ured@os-kkrstica-zd.skole.hr;NA;  Osnovna škole Krune Krstića - Područna škola Ploča   , PŠ Ploče, Sv. Nikole Tavelića 18, 23000 Zadar
OSNOVNA ŠKOLA PETRA PRERADOVIĆA;Osnovna škola;Matična škola;NA;13-107-003;0-0;Zadarska;TRG PETRA PRERADOVIĆA 1;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Ante  Barać;316-814 , 300-258 , 211-923;300-258;ured@os-ppreradovica-zd.skole.hr;http://os-ppreradovica-zd.skole.hr/;  OSNOVNA ŠKOLA PETRA PRERADOVIĆA - Područna škola Kožino   , KOŽINO, I. ULICA 10, 23231 Kožino ,   OSNOVNA ŠKOLA PETRA PRERADOVIĆA - Područna škola Petrčane   , V. ULICA 3, 23231 Petrčane
OSNOVNA ŠKOLA ŠIMUNA KOŽIČIĆA BENJE;Osnovna škola;Matična škola;NA;13-107-004;0-0;Zadarska;ASJE PETRIČIĆ 7;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Dražen  Adžić;331-177 , 333-685;333-685;ured@os-skbenje-zd.skole.hr;NA;  OSNOVNA ŠKOLA ŠIMUNA KOŽIČIĆA BENJE - Područna škola Diklo   , PUT ŠPALETA BB, 23000 Zadar ,   OSNOVNA ŠKOLA ŠIMUNA KOŽIČIĆA BENJE - Područna škola Puntamika   , KNEZA DOMAGOJA 1, 23000 Zadar
Osnovna škola Šime Budinića - Zadar;Osnovna škola;Matična škola;NA;13-107-005;0-0;Zadarska;PUT ŠIMUNOVA 4;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Jagoda  Galić;023/309013 , 099 80 69 021 , 023/309196 , 023/309226 , 023/305435 , 023/305227 , 023/309011 , 023/309012;023/309010;os-s.budinica@zd.t-com.hr   , ured@os-sbudinica-zd.skole.hr;www.os-sbudinica-zd.skole.hr;NA
Osnovna škola Smiljevac;Osnovna škola;Matična škola;NA;13-107-006;0-0;Zadarska;Ivana Lucića 47;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Bernardo  Kotlar;241-649 , 241-725;241-298;smiljevac@os-smiljevac-zd.skole.hr;NA;  Osnovna škola Smiljevac - Područna škola Briševo   , BRIŠEVO, BUKOVČANI 265, 23000 Briševo ,   Osnovna škola Smiljevac - Područna škola Murvica   , MURVICA, 23000 Murvica
Osnovna škola BARTULA KAŠIĆA;Osnovna škola;Matična škola;NA;13-107-007;0-0;Zadarska;BRIBIRSKI PRILAZ 2;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Katica  Skukan;321-397 , 321-397;323-620;ured@os-bkasica-zadar.skole.hr , katica.skukan@skole.hr;http://os-bkasica-zadar.skole.hr/;  Osnovna škola BARTULA KAŠIĆA - Područna škola Žerava   , Žerava 12a, 23235 Žerava ,   Osnovna škola BARTULA KAŠIĆA - Područna škola Bokanjac   , DAVORINA TRSTENJAKA 18, 23000 Zadar ,   Osnovna škola BARTULA KAŠIĆA - Područna škola Dračevac   , DALIBORA DADIĆA 7, 23241 Dračevac Ninski ,   Osnovna škola BARTULA KAŠIĆA - Područna škola Poljica   , POLJICA 18, 23235 Poljica
Osnovna škola Voštarnica - Zadar;Osnovna škola;Matična škola;NA;13-107-008;0-0;Zadarska;IVANA MEŠTROVIĆA 3;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Irena  Dukić;023/337-048 , 023/333-945;023/333-945;os-vostarnica@zd.t-com.hr;http://www.os-vostarnica-zd.skole.hr/;NA
Osnovna škola ZADARSKI OTOCI - Zadar;Osnovna škola;Matična škola;NA;13-107-009;0-0;Zadarska;Trg Damira Tomljanovića Gavrana 2;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Davor  Barić;023/328-040 , 023/312-224 , 099/4323-499;023/312-224;ured@os-zadarski-otoci-zd.skole.hr;http://os-zadarski-otoci-zd.skole.hr/;  Osnovna škola ZADARSKI OTOCI - Zadar - Područna škola Olib   , OLIB 183, 23296 Olib ,   Osnovna škola ZADARSKI OTOCI - Zadar - Područna škola Silba   , SILBA, 23295 Silba ,   Osnovna škola ZADARSKI OTOCI - Zadar - Područna škola Veli Iž   , VELI IŽ 26 , 23284 Veli Iž
Privatna osnovna škola NOVA;Osnovna škola;Matična škola;NA;13-107-011;0-0;Zadarska;Splitska 1;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Dolores  Mufa;023/337 708 , 023/337 708 , 023/337 335 , 023/337 709;023/337 332;skola@posnova.hr , ured.nova@skole.hr , privatna.osnovna.skola.nova@zd.t-com.hr;www.posnova.hr;NA
"KATOLIČKA OSNOVNA ŠKOLA ""IVO MAŠINA""";Osnovna škola;Matična škola;NA;13-107-013;0-0;Zadarska;Ulica Franje Fanceva 38;23000  Zadar; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Roland  Jelić;023400780 , 023/400-780;NA;kos.ivomasina.zd@gmail.com;www.kosim.hr;NA
OSNOVNA ŠKOLA STJEPANA RADIĆA-BIBINJE;Osnovna škola;Matična škola;NA;13-351-001;0-0;Zadarska;Gumla 3;23205  Bibinje; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Mirka  Sikirić;023/261-161;023/261-161;mirka.sikiric@os-sradica-bibinje.skole.hr , os-bibinje@email.t-com.hr;http://www.os-stjepanaradica-bibinje.hr/;NA
OSNOVNA ŠKOLA SUKOŠAN;Osnovna škola;Matična škola;NA;13-352-001;0-0;Zadarska;Josipa Peričića 15;23206  Sukošan; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Branimir  Peričić;393-155 , 394-481;394-481;ured@os-sukosan.skole.hr;www.os-sukosan.skole.hr;  OSNOVNA ŠKOLA SUKOŠAN - Područna škola Debeljak   , DEBELJAK, 23206 Debeljak
OSNOVNA ŠKOLA ZEMUNIK;Osnovna škola;Matična škola;NA;13-353-001;0-0;Zadarska;ZEMUNIK DONJI;23222  Zemunik Donji; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Božena  Župan;023/351-635 , 023/773-813 , 023/351-640;023/351-007;oszemunik@os-zemunik.skole.hr;http://os-zemunik.skole.hr/;NA
OSNOVNA ŠKOLA GALOVAC;Osnovna škola;Matična škola;NA;13-353-002;0-0;Zadarska;Galovac 175;23222  Galovac; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Josip  Lučić;392-274 , 392-203;392-274;ured@os-galovac.skole.hr; www.os-galovac.skole.hr;  OSNOVNA ŠKOLA GALOVAC - Područna škola Gorica   , GORICA, 23222 Gorica
Osnovna škola Vladimira Nazora - Škabrnje;Osnovna škola;Matična škola;NA;13-354-001;0-0;Zadarska;Put Marinovca 9;23223  Škabrnja; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Marin  Pavičić;637-256 , 637-700;637-256;ured@os-vnazora-skabrnja.skole.hr;NA;  Osnovna škola Vladimira Nazora - Škabrnje - Područna škola Prkos   , Ulica Dr. Franje Tuđmana 18, 23223 Prkos
OSNOVNA ŠKOLA POLIČNIK;Osnovna škola;Matična škola;NA;13-355-001;0-0;Zadarska;Ulica Dr. Franje Tuđmana 68;23241  Poličnik; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Elvis  Alić;354-640;023/354-469 , 354-469;ured@os-policnik.skole.hr;NA;  OSNOVNA ŠKOLA POLIČNIK - Područna škola Rupalj   , Ulica dr. Franje Tuđmana 39, 23241 Rupalj ,   OSNOVNA ŠKOLA POLIČNIK - Područna škola Lovinac   , Ulica Baljak Ante - Pajo 37 , 23241 Lovinac ,   OSNOVNA ŠKOLA POLIČNIK - Područna škola Visočane   , Ulica Ante Starčevića 18, 23241 Visočane ,   OSNOVNA ŠKOLA POLIČNIK - Područna škola Suhovare   , Ulica dr. Franje Tuđmana 62, 23241 Suhovare
Osnovna škola Braća Ribar;Osnovna škola;Matična škola;NA;13-356-001;0-0;Zadarska;Športska 3;23242  Posedarje; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Luzarko  Novaković;266-144 , 266-489;266-144;os-posedarje@os-brace-ribar-posedarje.skole.hr;NA;  Osnovna škola Braća Ribar - Područna škola Ždrilo   , Ždrilo bb, 23247 Vinjerac ,   Osnovna škola Braća Ribar - Područna škola Islam Latinski   ,  ISLAM LATINSKI, 23242 Islam Latinski ,   Osnovna škola Braća Ribar - Područna škola Slivnica Donja   , Slivnica Donja, Ulica II, 71 A, 23247 Slivnica ,   Osnovna škola Braća Ribar - Područna škola Slivnica Gornja   , Slivnica Gornja bb, 23247 Slivnica ,   Osnovna škola Braća Ribar - Područna škola Podgradina   , Podgradina, Žuže 71, 23242 Podgradina
OSNOVNA ŠKOLA NOVIGRAD;Osnovna škola;Matična škola;NA;13-357-001;0-0;Zadarska;Butka Kurjakovića 7;23312  Novigrad; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Branka  Maroja;023/375-600  , 023/375-077;NA;ured@os-novigrad.skole.hr;http://os-novigrad.skole.hr/;NA
OSNOVNA ŠKOLA BRAĆE RADIĆ;Osnovna škola;Matična škola;NA;13-357-002;0-0;Zadarska;TRG STJEPANA RADIĆA  1;23226  Pridraga; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Antonio  Zubčić;669-452 , 669-647 , 098/172 2970;669-452;skola@os-brace-radic-pridraga.skole.hr;NA;NA
Osnovna škola Starigrad;Osnovna škola;Matična škola;NA;13-358-001;0-0;Zadarska;Jose Dokoze 30;23244  Starigrad; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Jadranka  Marasović;023/369-206 , 023/369-153;023/369-206;skola@os-starigrad-paklenica.skole.hr;NA;  Osnovna škola Starigrad - Područna škola Tribanj   , UVALA MALA KRUŠĆICA 8, 23245 Tribanj
Osnovna škola Jurja Barakovića Ražanac;Osnovna škola;Matična škola;NA;13-359-001;0-0;Zadarska;Ražanac X 9;23248  Ražanac; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Vesna  Drmić;023/651-110 , 023/651-341;023/651-110;ured@os-jbarakovica-razanac.skole.hr;www. os-jbarakovica-razanac.skole.hr;  Osnovna škola Jurja Barakovića - Područna škola Jovići   , JOVIĆI, JOVIĆI ZAPADNI 44, 23248 Jovići ,   Osnovna škola Jurja Barakovića - Područna škola Krneza   , MATACI 56, 23248 Krneza ,   Osnovna škola Jurja Barakovića - Područna škola Ljubač   , LJUBAČ ULICA IV, 23248 Ljubač ,   Osnovna škola Jurja Barakovića - Područna škola Radovin   , ULICA HRVATSKOG BRANITELJA STIPANA DUNDOVIĆA 91, 23248 Radovin ,   Osnovna škola Jurja Barakovića - Područna škola Rtina   , RTINA I 107, 23248 Rtina
OSNOVNA ŠKOLA ˝PETAR ZORANIĆ˝;Osnovna škola;Matična škola;NA;13-360-001;0-0;Zadarska;Ulica dr. Franje Tuđmana 3;23232  Nin; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Kata  Knežević;023/264-023;023/264-082;ured@os-pzoranic-nin.skole.hr;http://www.os-pzoranic-nin.skole.hr/;  OSNOVNA ŠKOLA ˝PETAR ZORANIĆ˝ - Područna škola Ninski Stanovi   , NINSKI STANOVI, Ulica Alena Glavana 2, 23232 Ninski Stanovi ,   OSNOVNA ŠKOLA ˝PETAR ZORANIĆ˝ - Područna škola Vrsi   , Dr. Franje Tuđmana 33, 23235 Vrsi ,   OSNOVNA ŠKOLA ˝PETAR ZORANIĆ˝ - Područna škola Zaton   , ZATON, ZATONSKIH POMORACA 27, 23232 Zaton
OSNOVNA ŠKOLA PRIVLAKA;Osnovna škola;Matična škola;NA;13-360-002;0-0;Zadarska;IVANA PAVLA II 53 23233 PRIVLAKA;23233  Privlaka; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Verica  Škibola;023/367-367 , 023/367-027 , 023/367-790;075/801-120;ured@os-privlaka.skole.hr;http://os-privlaka.skole.hr/;  OSNOVNA ŠKOLA PRIVLAKA - Područna škola Vir   , PUT MULA 6, 23234 Vir
Osnovna škola VALENTIN KLARIN Preko;Osnovna škola;Matična škola;NA;13-362-001;0-0;Zadarska;Cesta hrvatskih branitelja 39 H;23273  Preko; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Kristijan  Smud;286-115 , 286-561 , 286-808;286-115;vklarin@os-vklarin-preko.skole.hr;NA;  Osnovna škola VALENTIN KLARIN Preko - Područna škola Kali   , PUT MALE LUKE 40, 23272 Kali ,   Osnovna škola VALENTIN KLARIN Preko - Područna škola Kukljica   , KUKLJICA, 23271 Kukljica ,   Osnovna škola VALENTIN KLARIN Preko - Područna škola Lukoran   , LUKORAN, 23274 Lukoran ,   Osnovna škola VALENTIN KLARIN Preko - Područna škola Poljana   , POLJANA, PERIČEV PUT 2, 23273 Poljana ,   Osnovna škola VALENTIN KLARIN Preko - Područna škola Sutomišćica   , SUTOMIŠĆICA 21, 23273 Sutomišćica ,   Osnovna škola VALENTIN KLARIN Preko - Područna škola Ugljan   , UGLJAN, 23275 Ugljan
Osnovna škola PETAR LORINI;Osnovna škola;Matična škola;NA;13-364-001;0-0;Zadarska;SALI III 20;23281  Sali; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Gordan  Dragaš;023 377-556;023 377-556;ured@os-plorini-sali.skole.hr , os-petar-lorini@zd.htnet.hr;http://os-plorini-sali.skole.hr;  Osnovna škola PETAR LORINI - Područna škola Božava   , BOŽAVA, 23286 Božava
OSNOVNA ŠKOLA VLADIMIR NAZOR;Osnovna škola;Matična škola;NA;13-365-001;0-0;Zadarska;NEVIĐANE 217;23264  Neviđane; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Ivan  Hrabrov;023/269-288;023/269-600;ured@os-vnazor-nevidjane.skole.hr;NA;NA
Osnovna škola Pakoštane;Osnovna škola;Matična škola;NA;13-366-001;0-0;Zadarska;BANA JOSIPA JELAČIĆA 1;23211  Pakoštane; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Andrija  Vanjak;023/381-042 , 023/381-511;023/381-042;os-pakostane@os-pakostane.skole.hr;http://www.os-pakostane.skole.hr/;"  Osnovna škola Pakoštane - Područna škola Drage   , ALOJZIJA STEPINCA,1, 23211 Drage ,   Osnovna škola Pakoštane - Područna škola Vrana   , VRANA, 23210 Vrana ,   Osnovna škola Pakoštane - Područna škola ""Dr. Blaž Jurišić"", Vrgada   , VRGADA, 23210 Vrgada"
Osnovna škola Sv. Filip i Jakov;Osnovna škola;Matična škola;NA;13-367-001;0-0;Zadarska;ULICA UČITELJICE KARMELE PELICARIĆ MARUŠIĆ 10 ;23207  Sveti Filip i Jakov; Potraži na karti školu...        ili   Potraži na karti adresu...  ;Gordana  Kurtov;023/388-609 , 023/389-611;023/389-535;svetifilipijakov@os-svetifilipijakov.skole.hr;http://os-svetifilipijakov.skole.hr/;  Osnovna škola Sv. Filip i Jakov - Područna škola Raštane Donje   , DONJE RAŠTANE , 23207 Donje Raštane ,   Osnovna škola Sv. Filip i Jakov - Područna škola Sikovo   , SIKOVO, 23207 Sikovo ,   Osnovna škola Sv. Filip i Jakov - Područna škola Sv. Petar   , SVETI PETAR NA MORU , 23207 Sveti Petar na Moru ,   Osnovna škola Sv. Filip i Jakov - Područna škola Turanj   , Turanj bb, 23207 Turanj
