"Šifra";"Naziv";"Župnija";"Poštanski Broj";"Mjesto";"Adresa";"Tip Ustanove";"Osnivač";"Ravnatelj";"Telefon";"Faks";"e Pošta";"Web"
"06-260-001";"OSNOVNA ŠKOLA PROF. FRANJE VIKTORA ŠIGNJARA";"Koprivničko-križevačka županija";"48326";"Virje";"IVANA GUNDULIĆA   5a";"Osnovna škola";"Koprivničko-križevačka županija";"Marica  Cik Adaković";"048/897-060, 048/897-060, 048/897-060, 048/897-730";"048/897-730";"skola@os-fvsignjara-virje.skole.hr";"http://www.os-fvsignjara-virje.skole.hr/"
"06-559-001";"OSNOVNA ŠKOLA IVAN LACKOVIĆ CROATA KALINOVAC";"Koprivničko-križevačka županija";"48361";"Kalinovac";"DRAVSKA 6";"Osnovna škola";"Koprivničko-križevačka županija";"Mirjana  Bazijanec";"048/883-068, 048/883-272, 048/814-510, 048/883-272, 048/280-060";"048 / 814-511, 048/883-272";"mirjana.bazijanec@skole.hr, racunovodstvo.os.kalinovac@gmail.com, ured@os-kalinovac.skole.hr";""
"06-560-001";"OSNOVNA ŠKOLA KALNIK";"Koprivničko-križevačka županija";"48269";"Kalnik";"TRG STJEPANA RADIĆA 9";"Osnovna škola";"Koprivničko-križevačka županija";"Đurđica  Sučić";"048/857-046, 048/857-414, 048/270-221";"048/270-219";"os-kalnik@kc.t-com.hr, ured@os-kalnik.skole.hr";""
"07-004-001";"I. OSNOVNA  ŠKOLA BJELOVAR";"Bjelovarsko-bilogorska županija";"43000";"Bjelovar";"ŽELJKA SABOLA 14";"Osnovna škola";"GRAD BJELOVAR";"Martina  Supančić";"043/246-906, 043/246-907, 043/246-908";"043/246-908";"tajnistvo@1osb.ims.hr, prva.bj@os-prva-bj.skole.hr, ravnatelj@1osb.ims.hr, tajnistvo@1osb.ims.hr";"http://www.os-prva-bj.skole.hr/"
"07-004-002";"II. OSNOVNA  ŠKOLA  BJELOVAR";"Bjelovarsko-bilogorska županija";"43000";"Bjelovar";"IVANA VITEZA TRNSKOG 19";"Osnovna škola";"GRAD BJELOVAR";"Ines  Kapša";"043/220-186, 043/220-240, kućni 106, 043/220-240, kućni 101, 043/220-240, 043/220-240, kućni 103, 043/220-240, kućni 105, 043/220-240, kućni 102, 043/220-240, kućni 104, 043/243-635";"043/244-728";"2.os-bjelovar@bj.t-com.hr, ssluzba@os-druga-bj.skole.hr, ines.kapsa@skole.hr, tajnistvo@os-druga-bj.skole.hr, ured@os-druga-bj.skole.hr, ured@os-druga.bj.skole.hr";""
"07-004-003";"III. OSNOVNA  ŠKOLA  BJELOVAR";"Bjelovarsko-bilogorska županija";"43000";"Bjelovar";"TOME BAKAČA 11 D";"Osnovna škola";"GRAD BJELOVAR";"Goranka  Preskočil";"043/246-510, 043/246-610, 043/246-010, 245-810";"043/221-545";"ured@os-treca-bj.skole.hr";"http://os-treca-bj.skole.hr/"
"07-004-004";"IV. OSNOVNA  ŠKOLA  BJELOVAR";"Bjelovarsko-bilogorska županija";"43000";"Bjelovar";"Poljana dr. Franje Tuđmana 1";"Osnovna škola";"Grad Bjelovar";"Nikola  Margetić";"492-610, 492-608, 225-025, 043/213-021, 043/213-024, 043/213-023";"043/213-022";"ured@os-cetvrta-bj.skole.hr";"os-cetvrta-bj.skole.hr"
"07-004-005";"V OSNOVNA ŠKOLA";"Bjelovarsko-bilogorska županija";"43000";"Bjelovar";"ŠETALIŠTE DR. IVŠE LEBOVIĆA 1";"Osnovna škola";"Grad Bjelovar";"Jasmina  Vuković";"043/242-645";"043/247323";"skola@os-peta-bj.skole.hr, skola@os-peta-bj.skole.hr";""
"07-011-001";"OSNOVNA ŠKOLA ČAZMA";"Bjelovarsko-bilogorska županija";"43240";"Čazma";"ALOJZA VULINCA 22";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Lidija  Osman";"043/771-083, 043/227-016, 043/771-441, 043/227015, 043227016";"043/771-720";"ured@os-cazma.skole.hr";"www.os-cazma.skole.hr"
"07-012-001";"OSNOVNA ŠKOLA VLADIMIRA NAZORA";"Bjelovarsko-bilogorska županija";"43500";"Daruvar";"GAJEVA 24";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Kornelija  Častek";"043/331-147, 043/440-386";"043/440103";"os-daruvar-001@os-vnazora-daruvar.skole.hr";"http://os-vnazora-daruvar.skole.hr/"
"07-012-002";"ČEŠKA OSNOVNA ŠKOLA JANA AMOSA KOMENSKOG - ČESKÁ ZÁKLADNÍ ŠKOLA JANA AMOSE KOMENSKÉHO";"Bjelovarsko-bilogorska županija";"43500";"Daruvar";"T. G. Masaryka 5";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Marija  Valek";"043/448-110, 043/448-111, 043/448-112, 043/331-475, 043/335-848, 043/331-476";"043/331-475";"ured@os-ceska-jakomenskog-daruvar.skole.hr, ured@os-ceska-jakomenskog-daruvar.skole.hr";"http://os-ceska-jakomenskog-daruvar.skole.hr/"
"07-012-004";"CENTAR ZA ODGOJ I OBRAZOVANJE RUDOLF STEINER DARUVAR";"Bjelovarsko-bilogorska županija";"43500";"Daruvar";"MASARYKOVA 85";"Osnovna škola";"Ministarstvo za demografiju, obitelj, mlade i socijalnu skrb";"Silvija  Kancijan";"043/333-544, 043/333-544";"";"info@crsd.hr";""
"07-024-001";"OSNOVNA ŠKOLA GAREŠNICA";"Bjelovarsko-bilogorska županija";"43280";"Garešnica";"Kolodvorska 4";"Osnovna škola, Umjetnička škola";"Bjelovarsko-bilogorska županija";"Slaven  Marenić";"043/531-107, 043/531-109, 043/445-019";"043/531-109";"ured@os-garesnica.skole.hr";"http://www.os-garesnica.skole.hr/"
"07-024-003";"OSNOVNA ŠKOLA TRNOVITIČKI POPOVAC";"Bjelovarsko-bilogorska županija";"43233";"Trnovitički Popovac";"Trnovitički Popovac 80";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Stjepan  Popić";"043/542-900, 043/542-012";"043/542-012";"ured@os-trnoviticki-popovac.skole.hr";""
"07-028-001";"OSNOVNA ŠKOLA IVANA NEPOMUKA JEMERŠIĆA";"Bjelovarsko-bilogorska županija";"43290";"Grubišno Polje";"HRVATSKIH BRANITELJA 20";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Snježana  Šeliš";"043/485-020, 043/485-421";"043/485-007";"ured@os-injemersica-grubisnopolje.skole.hr";"http://os-injemersica-grubisnopolje.skole.hr/"
"07-261-001";"OSNOVNA ŠKOLA MIRKA PEREŠA";"Bjelovarsko-bilogorska županija";"43203";"Kapela";"1. SVIBNJA 2";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Anamarija  Tuškan";"043  884 991, 043 884 996, 043 884 989, 043  884  990, 043/884-992, 043 884 993, 043 884 994, 043 884 995";"043/884-997";"ured@os-mperesa-kapela.skole.hr, os-mirka-peresa@bj.t-com.hr";"www.os-mperesa-kapela.skole.hr"
"07-262-001";"OSNOVNA ŠKOLA VELIKO TROJSTVO";"Bjelovarsko-bilogorska županija";"43226";"Veliko Trojstvo";"BRAĆE RADIĆA 49";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Sanja  Vranješević";"0959103876, 043/885-006, 043/885-905";"043/885-905";"branka.gilanj@gmail.com, sanja.vranjesevic@skole.hr, ured@os-veliko-trojstvo.skole.hr";""
"07-263-001";"OSNOVNA ŠKOLA IVANA VITEZA TRNSKOG";"Bjelovarsko-bilogorska županija";"43272";"Nova Rača";"TRG STJEPANA RADIĆA 54";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Dario  Jaušić";"+38543550277, +38543214733, +38543886900, +38543886901, +38543886903, +38543886936, +38543886934";"+38543886902";"ured@os-ivt-nova-raca.skole.hr, nova.raca@hotmail.com";""
"07-264-001";"OSNOVNA ŠKOLA VELIKA PISANICA";"Bjelovarsko-bilogorska županija";"43270";"Velika Pisanica";"HRVATSKIH MUČENIKA 3";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Ivana  Haić";"043/883-110, 043/883-900";"043/883-915";"ured@os-velika-pisanica.skole.hr";""
"07-265-001";"ČEŠKA OSNOVNA ŠKOLA JOSIPA RUŽIČKE KONČANICA-ČESKÁ ZÁKLADNÍ ŠKOLA JOSEFA RŮŽIČKY KONČENICE";"Bjelovarsko-bilogorska županija";"43505";"Končanica";"Končanica 258";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Jaromir  Vrabec";"043/675-760, 043/325-005";"043/325-005";"ured@os-ceska-jruzicka-koncanica.skole.hr";""
"07-266-001";"OSNOVNA ŠKOLA DEŽANOVAC";"Bjelovarsko-bilogorska županija";"43506";"Dežanovac";"DEŽANOVAC 285";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Zoran  Činčak";"043/675-840, 043/675-841, 043/675-845, 043/675-842, 043/675-846";"043/675-849";"os.dezanovac@gmail.com, ravnatelj@os-dezanovac.skole.hr";"www.os-dezanovac.skole.hr"
"07-267-001";"OSNOVNA ŠKOLA SIRAČ";"Bjelovarsko-bilogorska županija";"43541";"Sirač";"VLADIMIRA NAZORA 10";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Marija  Pavičić";"043/442-005, 043/442-121, 043/442-004";"043/442-120";"skola@os-sirac.skole.hr";"os-sirac.skole.hr"
"07-268-001";"OSNOVNA ŠKOLA U ĐULOVCU";"Bjelovarsko-bilogorska županija";"43532";"Đulovac";"ĐURINA ULICA 27";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Vlatka  Tokić";"043/382-029,043 382/900, 043/382-029";"043/382-901";"os-djulovac@os-djulovac.skole.hr";"http:/os-djulovac.skole.hr"
"07-269-001";"OSNOVNA ŠKOLA IVANSKA";"Bjelovarsko-bilogorska županija";"43231";"Ivanska";"PETRA PRERADOVIĆA 2";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Sunčica  Đuričić-Kocijan";"043/227-562, 043/227-560, 043/227-566, 043/227-564";"043/227-567";"os-ivanska@bj.t-com.hr, ured@os-ivanska.skole.hr";"www.os-ivanska.skole.hr"
"07-270-001";"OSNOVNA ŠKOLA ŠTEFANJE";"Bjelovarsko-bilogorska županija";"43246";"Štefanje";"ŠTEFANJE 72";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Vesna  Pavlinec-Kolarić";"043 778 428, 043/778-028, 043/778-900";"043/778-028";"ured@os-stefanje.skole.hr, vesna.pavlinec-kolaric@os-stefanje.skole.hr";"www.os-stefanje.skole.hr"
"07-271-001";"OSNOVNA ŠKOLA MATE LOVRAKA";"Bjelovarsko-bilogorska županija";"43270";"Veliki Grđevac";"TRG MATE LOVRAKA 11";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Marina  Balen";"043/443-025, 043/431-021, 043/443-012, 043/461-582";"";"ured@os-mlovraka-veliki-grdjevac.skole.hr";"http://os-mlovraka-veliki-grdjevac.skole.hr/"
"07-272-001";"OSNOVNA ŠKOLA BEREK";"Bjelovarsko-bilogorska županija";"43232";"Berek";"BEREK 73";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Dušica  Vunić";"043/548-900, 043/548-125";"";"ured@os-berek.skole.hr";""
"07-273-001";"OSNOVNA ŠKOLA Slavka Kolara";"Bjelovarsko-bilogorska županija";"43284";"Hercegovac";"BRAĆE PETR 2";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Vera  Obrovac";"043/524-539, 043/444-012, 043/522-140, 523-169";"043/524-539";"ured@os-skolara-hercegovac.skole.hr";"http://www.os-skolara-hercegovac.skole.hr"
"07-274-001";"OSNOVNA ŠKOLA ROVIŠĆE";"Bjelovarsko-bilogorska županija";"43212";"Rovišće";"Vladimira Nazora 1";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Blanka  Klemić";"043/228-568, 043/228-548, 043/228-555, 043/878-159, 043/327-253, 043/878-645";"043/878-159";"katica.hajtic@skole.hr, anamarija.curic2@skole.hr, skola@os-rovisce.skole.hr, blanka.klemic@skole.hr";"http://os-rovisce.skole.hr"
"07-565-001";"OSNOVNA ŠKOLA TRNOVITICA";"Bjelovarsko-bilogorska županija";"43285";"Velika Trnovitica";"VELIKA TRNOVITICA 96";"Osnovna škola";"Bjelovarsko-bilogorska županija";"Zdravko  Ređep";"043/541-900, 043/541-002";"043/541-002";"ostrnovitica@inet.hr, ured@os-velika-trnovitica.skole.hr";"http://os-velika-trnovitica.skole.hr"
"08-008-002";"OSNOVNA ŠKOLA VLADIMIRA NAZORA CRIKVENICA";"Primorsko-goranska županija";"51260";"Crikvenica";"VINODOLSKA 12";"Osnovna škola, Umjetnička škola";"GRAD CRIKVENICA";"Deana  Čandrlić-Zorica";"051/246-165, 051/786-957, 051/781-091, 051/784-045";"051/781-091";"skola@os-vnazora-crikvenica.skole.hr";""
"08-008-003";"Osnovna škola Zvonka Cara";"Primorsko-goranska županija";"51260";"Crikvenica";"Kotorska 13";"Osnovna škola";"GRAD CRIKVENICA";"Desiree  Pečaver";"051784205, 051-764-100, 051/241-866, 051/241-866, 051/241-217";"051/241-866";"damir.donadic@skole.hr, selce@os-zvonkacara.hr, pothalasso@gmail.com, tajnistvo@os-zvonkacara.hr, ravnateljica@os-zvonkacara.hr";""
"08-009-001";"Osnovna škola Petar Zrinski Čabar";"Primorsko-goranska županija";"51306";"Čabar";"Narodnog oslobođenja 5";"Osnovna škola";"Primorsko-goranska županija";"Silvana  Šebalj-Mačkić";"051/821-147";"051/821-016";"ured@os-pzrinski-cabar.skole.hr, ured@os-pzrinski-cabar.skole.hr";"http://os-pzrinski-cabar.skole.hr/"
"08-013-001";"Osnovna škola Ivana Gorana Kovačića";"Primorsko-goranska županija";"51300";"Delnice";"ŠETALIŠTE I.G.KOVAČIĆA 2";"Osnovna škola";"Primorsko-goranska županija";"Mladen  Bolf";"051/812-482";"051/812-263";"ured@os-igkovacica-delnice.skole.hr, os.delnice@oskovacic.tcloud.hr";"www.osigk-delnice.hr"
"08-013-002";"Osnovna škola Frana Krste Frankopana";"Primorsko-goranska županija";"51301";"Brod na Kupi";"KRALJA TOMISLAVA 12a";"Osnovna škola";"Primorsko-goranska županija";"Davor  Tkalac";"051/837-172, 051/814-133";"051/814-134";"brodkupa@gmail.com, ured@os-fkfrankopan-brodnakupi.skole.hr";"http://os-fkfrankopan-brodnakupi.skole.hr/"
"08-042-001";"Osnovna škola Fran Krsto Frankopan Krk";"Primorsko-goranska županija";"51500";"Krk";"FRANKOPANSKA 40";"Osnovna škola";"Primorsko-goranska županija";"Serđo  Samblić";"051/661-920, 051/661-920";"051/661-943";"ravnatelj@os-fkfrankopan-krk.skole.hr, skola.krk@os-fkfrankopan-krk.skole.hr";""
"08-048-001";"OSNOVNA ŠKOLA FRANE PETRIĆA";"Primorsko-goranska županija";"51557";"Cres";"Šetalište 20. travnja 56";"Osnovna škola, Umjetnička škola";"Primorsko-goranska županija";"Josip  Pope";"051/571-211, 051/571-211, 051/571-136";"051/571-136";"zeljka.matovinovic@skole.hr, jelena.sudar@skole.hr, os-cres@os-fpetrica-cres.skole.hr, josip.pope@skole.hr";""
"08-058-002";"Osnovna škola Rikard Katalinić Jeretov";"Primorsko-goranska županija";"51410";"Opatija";"NOVA CESTA 53";"Osnovna škola";"GRAD OPATIJA";"Milana  Međimorec";"051/703-910, 051/703-910, 051/703-917, 051/703-912, 703-913, 703-914, 703-915";"051/703-918";"rkj@os-rkatalinic-jeretov-opatija.skole.hr";""
"08-070-001";"OSNOVNA ŠKOLA IVANA RABLJANINA RAB";"Primorsko-goranska županija";"51280";"Rab";"BANJOL 10";"Osnovna škola";"Primorsko-goranska županija";"Anamari  Šarin";"051/724-036 int.12, 051/724-036 int.11, 051/777-089, 051/724-036";"051/724-036";"osrab@os-irabljanina-rab.skole.hr";"http://os-irabljanina-rab.skole.hr/"
"08-071-001";"OSNOVNA ŠKOLA - SCUOLA ELEMENTARE BELVEDERE";"Primorsko-goranska županija";"51000";"Rijeka";"KOZALA 41";"Osnovna škola";"GRAD RIJEKA";"Denis  Stefan";"051/512-317, 051/226-718, 051/500-293, 051/506-761, 051/500-294";"051/500-754";"belvedere@os-belvedere-ri.skole.hr, racun@os-belvedere-ri.skole.hr";""
"08-071-002";"Osnovna škola Brajda";"Primorsko-goranska županija";"51000";"Rijeka";"IVANA RENDIĆA 6";"Osnovna škola";"GRAD RIJEKA";"Adriana  Rubignoni-Cecić";"051/500-353, 513-011, 051/513-803, 051/500-744";"";"osbrajda@os-brajda-ri.skole.hr";"osbrajda.skole.t-com.hr"
"08-071-003";"OSNOVNA ŠKOLA CENTAR";"Primorsko-goranska županija";"51000";"Rijeka";"PODHUMSKIH ŽRTAVA 5";"Osnovna škola";"GRAD RIJEKA";"Nedjeljka  Debelić";"051/377-010, 051/377-010, 051/372-038, 051/372-033, 372-038, 377-365";"051/372-033";"centar@os-centar-ri.skole.hr";"http://os-centar-ri.skole.hr/"
"08-071-005";"OSNOVNA ŠKOLA ZAMET";"Primorsko-goranska županija";"51000";"Rijeka";"BOŽE VIDASA 12";"Osnovna škola";"GRAD RIJEKA";"Marjana  Seršić";"051/261-216, 051/684-610, 051/261-256, 051/261-257, 051/261-217, 051/261-113, 051/631-224";"051/ 685-050";"zamet@os-zamet-ri.skole.hr";"http://os-zamet-ri.skole.hr/"
"08-071-006";"Osnovna škola - Scuola elementare Dolac";"Primorsko-goranska županija";"51000";"Rijeka";"DOLAC 12";"Osnovna škola";"GRAD RIJEKA";"Dunja  Kučan Nikolić";"051/336-855, 051/337-185, 051/337-185, 051/336-855, 097/624-0452";"";"ured@os-dolac-ri.skole.hr";"http://os-dolac-ri.skole.hr/"
"08-071-007";"Osnovna škola - Scuola elementare Gelsi";"Primorsko-goranska županija";"51000";"Rijeka";"Vukovarska 27";"Osnovna škola";"Grad Rijeka";"Gloria  Tijan";"051/67 58 37, 051/55 56 80, 051/55 56 82, 051/55 56 83";"051/67 86 81";"se@os-gelsi-ri.skole.hr";""
"08-071-008";"OSNOVNA ŠKOLA - SCUOLA ELEMENTARE ˝SAN NICOLO˝";"Primorsko-goranska županija";"51000";"Rijeka";"MIRKA ČURBEGA 18";"Osnovna škola";"GRAD RIJEKA";"Iva  Bradaschia Kožul";"051/644-213, 051/644-212, 051/641-524, 051/641-524, 051/644-210, 051/644-211";"051/645-915";"se@os-san-nicolo-ri.skole.hr";"os-san-nicolo-ri.skole.hr"
"08-071-009";"Osnovna škola Vladimir Gortan";"Primorsko-goranska županija";"51000";"Rijeka";"Prilaz Vladimira Gortana 2";"Osnovna škola";"GRAD RIJEKA";"Ana  Biočić";"051/218-749, 051/218-781, 051/218-781, 400-569";"051/218-749";"ured@os-vgortan-ri.skole.hr";""
"08-071-011";"Osnovna škola ˝Kantrida˝";"Primorsko-goranska županija";"51000";"Rijeka";"IZVIĐAČKA 9";"Osnovna škola";"GRAD RIJEKA";"Sanja  Kvaternik Hren";"051/622-170, 051/622-170, 051/685-106, 051/622-255";"051/622-255";"ravnatelj@os-kantrida-ri.skole.hr";""
"08-071-012";"OSNOVNA ŠKOLA KOZALA";"Primorsko-goranska županija";"51000";"Rijeka";"ANTE KOVAČIĆA 21";"Osnovna škola";"GRAD RIJEKA";"Kim  Anić";"051 553 662, 051 689 941, 051 689 943, 051 689 940, 051 500 743, 051/516-997, 051/516-997, 051/516-994";"";"oskozala@os-kozala-ri.skole.hr";"www.os-kozala-ri.skole.hr"
"08-071-013";"OSNOVNA ŠKOLA EUGEN KUMIČIĆ";"Primorsko-goranska županija";"51000";"Rijeka";"FRANJE ČANDEKA 40";"Osnovna škola";"GRAD RIJEKA";"Ana  Anić Opašić";"051/689-151, 051/689-152, 051/642-129, 051/642-129, 051/689-150, 051/641-136";"051/689-154";"ek@os-ekumicic-ri.skole.hr";"www.os-ekumicic-ri.skole.hr"
"08-071-014";"Osnovna škola Pećine";"Primorsko-goranska županija";"51000";"Rijeka";"ŠETALIŠTE 13. DIVIZIJE 25";"Osnovna škola";"GRAD RIJEKA";"Jasna  Vukonić-Žunič";"051/217-035, 051/217-035, 051/216-179, 051/216-179";"051/458-648";"ured@os-pecine-ri.skole.hr";"http://os-pecine-ri.skole.hr/"
"08-071-015";"OSNOVNA ŠKOLA PODMURVICE";"Primorsko-goranska županija";"51000";"Rijeka";"PODMURVICE 6";"Osnovna škola";"GRAD RIJEKA";"Loredana  Jakominić";"051/678-178, 051/678-791, 051/561-790, 051/675-413, 051/561-177, 051/678-177, 051/675-404";"051/676-177";"ospodmurvice@os-podmurvice-ri.skole.hr";"http://os-podmurvice-ri.skole.hr/"
"08-071-016";"Osnovna škola Nikola Tesla";"Primorsko-goranska županija";"51000";"Rijeka";"Trg Ivana Klobučarića 1";"Osnovna škola";"GRAD RIJEKA";"Tatjana  Bandera-Mrakovčić";"051/315-226, 051/315-229";"051/317-165";"os-ntesla@net.hr, ured@os-ntesla-ri.skole.hr";""
"08-071-017";"OSNOVNA ŠKOLA ŠKURINJE RIJEKA";"Primorsko-goranska županija";"51000";"Rijeka";"MIHAČEVA DRAGA 13";"Osnovna škola";"GRAD RIJEKA";"Orlando  Baličević";"051/511-595, 051/511-595, 051/516-237, 051/516-237";"051/516-237";"skola@os-skurinje-ri.skole.hr";""
"08-071-018";"OSNOVNA ŠKOLA ""TRSAT""";"Primorsko-goranska županija";"51000";"Rijeka";"SLAVKA KRAUTZEKA 23";"Osnovna škola";"GRAD RIJEKA";"Sonja  Lefler";"051/217-206, 051/400-576, 051/400-577, 051/452-874, 051/452-875";"051/216-775";"os.trsat.rijeka@os-trsat-ri.skole.hr";"os-trsat-ri.skole.hr"
"08-071-019";"Osnovna škola Turnić";"Primorsko-goranska županija";"51000";"Rijeka";"FRANJE ČANDEKA 20";"Osnovna škola";"GRAD RIJEKA";"Ljiljana  Kulaš - Jutrović";"051/ 659-490, 051/659-495, 051/659-480, 051/659-481, 051/659-499";"051/645-286";"osturnic.uprava@ri.t-com.hr, os-turnic@os-turnic-ri.skole.hr";"www.os-turnic-ri.skole.hr"
"08-071-020";"Osnovna škola Vežica";"Primorsko-goranska županija";"51000";"Rijeka";"Kvaternikova 49";"Osnovna škola, Umjetnička škola";"GRAD RIJEKA";"Violeta  Nikolić";"051/453-868, 051/453-868, 051/455-682, 051/453-868";"051/455-680";"iskola@os-vezica-ri.skole.hr";""
"08-071-021";"Osnovna škola Gornja Vežica";"Primorsko-goranska županija";"51000";"Rijeka";"GORNJA VEŽICA 31";"Osnovna škola";"GRAD RIJEKA";"Bojana  Matešin";"051/411-517, 051/411-517, 051/411-516";"051/411-516";"ured@os-gornja-vezica-ri.skole.hr";""
"08-071-022";"Osnovna škola Ivana Zajca";"Primorsko-goranska županija";"51000";"Rijeka";"Škurinjska cesta 7a";"Osnovna škola";"GRAD RIJEKA";"Josipa  Gračanin";"051/266-084, 051/266-084, 051/506-089,506-108,506-083";"051/266-085";"skola@os-izajca-ri.skole.hr";""
"08-071-023";"Osnovna škola ""Srdoči""";"Primorsko-goranska županija";"51000";"Rijeka";"ANTE MODRUŠANA 33";"Osnovna škola";"GRAD RIJEKA";"Ivan  Vukić";"051/625-950, 051/625-797, 051/625-797";"051/625-797,625-950";"ossrdoci@gmail.com, ossrdoci@os-srdoci-ri.skole.hr";"http://www.srdoci.hr"
"08-071-024";"Osnovna škola Fran Franković";"Primorsko-goranska županija";"51000";"Rijeka";"IVANA ŽORŽA 17a";"Osnovna škola";"GRAD RIJEKA";"Vedran  Kosovac";"051/255-447, 051/255-447, 051/255-448, 051/255-448";"051/504-708";"ured@os-ffrankovic-ri.skole.hr, os-fran.frankovic@ri.t-com.hr";""
"08-071-025";"OSNOVNA ŠKOLA PEHLIN";"Primorsko-goranska županija";"51000";"Rijeka";"PEHLIN 34";"Osnovna škola";"GRAD RIJEKA";"Željko  Šimunić";"051/269-296, 051/269-296, 051/260-217, 051/269-296";"051/329-008";"ravnatelj@os-pehlin-ri.skole.hr";"http://os-pehlin-ri.skole.hr/"
"08-071-026";"CENTAR ZA ODGOJ I OBRAZOVANJE";"Primorsko-goranska županija";"51000";"Rijeka";"SENJSKIH USKOKA 2";"Osnovna škola, Posebna ustanova odgoja i obrazovanja, Srednja škola";"GRAD RIJEKA";"Ivone  Šabarić Rubeša";"051/344-145, 051/344-145, 051/344-145, 051/344-145";"051/344-423";"dina.dezmar@skole.hr, ured@centar-odgojiobrazovanje-ri.skole.hr, tatjana.kovacic@skole.hr";"http://centar-odgojiobrazovanje-ri.skole.hr/"
"08-071-031";"OSNOVNA WALDORFSKA ŠKOLA";"Primorsko-goranska županija";"51000";"Rijeka";"ZAMETSKA 6";"Osnovna škola";"DRUŠTVO PRIJATELJA WALDORFSKE PEDAGOGIJE(Registar udruga Primorsko - goranske županije- broj:08000959) ";;"051/648-350 , 648-351";"";"info@waldorf-rijeka.hr";""
"08-095-001";"Osnovna škola Ivana Gorana Kovačića Vrbovsko";"Primorsko-goranska županija";"51326";"Vrbovsko";"KRALJA TOMISLAVA 18";"Osnovna škola";"Primorsko-goranska županija";"Anton  Burić";"051/875-263, 051/875-574, 051/876-398";"051/875-263";"ured@os-igkovacic-vrbovsko.skole.hr";"os-igkovacic-vrbovsko.skole.hr"
