naziv;opis;sifra;podsifra;zupanija;mjesto;e_mail;web;url
Škola za odgoj i obrazovanje - Pula;Osnovna škola, Posebna ustanova odgoja i obrazovanja, Srednja škola;18-069-011;0-0;Istarska;52100  Pula;ured@ss-odgoj-obrazovanje-pu.skole.hr , skoo.pula@gmail.com;http://ss-odgoj-obrazovanje-pu.skole.hr/;http://ss-odgoj-obrazovanje-pu.skole.hr/
"Talijanska osnovna škola - Scuola elementare italiana ""Bernardo Benussi"" Rovinj - Rovigno";Osnovna škola;18-072-001;0-0;Istarska;52210  Rovinj;sei.rovigno.001@gmail.com , ured@os-talijanska-bbenussi-rovinj.skole.hr;NA;www.os-talijanska-bbenussi-rovinj.skole.hr
"Osnovna škola Vladimira Nazora - Scuola elementare ""Vladimir Nazor""";Osnovna škola, Umjetnička škola;18-072-002;0-0;Istarska;52210  Rovinj;ured@os-vnazora-rovinj.skole.hr;NA;www.os-vnazora-rovinj.skole.hr
Osnovna škola Jurja Dobrile Rovinj;Osnovna škola, Posebna ustanova odgoja i obrazovanja;18-072-003;0-0;Istarska;52210  Rovinj;ured@os-jdobrile-rovinj.skole.hr;NA;www.os-jdobrile-rovinj.skole.hr
Osnovna škola Jure Filipovića Barban;Osnovna škola;18-479-001;0-0;Istarska;52207  Barban;ured@os-barban.skole.hr;http//www.os-barban.skole.hr ;http//www.os-barban.skole.hr 
OSNOVNA ŠKOLA PETRA STUDENCA Kanfanar;Osnovna škola;18-484-001;0-0;Istarska;52352  Kanfanar;ured@os-pstudenca-kanfanar.skole.hr , os-p.studenca@pu.t-com.hr;NA;www.os-pstudenca-kanfanar.skole.hr
Osnovna škola Ivan Goran Kovačić Čepić;Osnovna škola;18-485-001;0-0;Istarska;52232  Purgarija Čepić;ured@os-igkovacic-cepic.skole.hr;NA;www.os-igkovacic-cepic.skole.hr
Osnovna škola Vladimira Nazora Potpićan;Osnovna škola;18-485-002;0-0;Istarska;52333  Potpićan;ured@os-vnazora-potpican.skole.hr;http://os-vnazora-potpican.skole.hr/;http://os-vnazora-potpican.skole.hr/
Osnovna škola Ivana Batelića - Raša;Osnovna škola;18-486-001;0-0;Istarska;52223  Raša;ured@os-ibatelica-rasa.skole.hr;http://os-ibatelica-rasa.skole.hr;http://os-ibatelica-rasa.skole.hr
Osnovna škola Joakima Rakovca;Osnovna škola;18-490-001;0-0;Istarska;52448  Sveti Lovreč Pazenatički;ured@os-jrakovca-svlovrecpazenaticki.skole.hr ;http://os-jrakovca-svlovrecpazenaticki.skole.hr/;http://os-jrakovca-svlovrecpazenaticki.skole.hr/
Osnovna škola Marčana;Osnovna škola;18-491-001;0-0;Istarska;52206  Marčana;ured@os-marcana.skole.hr;NA;www.os-marcana.skole.hr
OSNOVNA ŠKOLA VLADIMIRA NAZORA - KRNICA;Osnovna škola;18-491-002;0-0;Istarska;52208  Krnica;ured@os-vnazora-krnica.skole.hr;http://os-vnazora-krnica.skole.hr/;http://os-vnazora-krnica.skole.hr/
Osnovna škola Divšići;Osnovna škola;18-491-003;0-0;Istarska;52206  Divšići;skola.divsici@gmail.com , ured@os-divsici.skole.hr;http://os-divsici.skole.hr/;http://os-divsici.skole.hr/
Osnovna škola dr Mate Demarina;Osnovna škola;18-492-001;0-0;Istarska;52203  Medulin;ured@os-mdemarina-medulin.skole.hr;NA;www.os-mdemarina-medulin.skole.hr
Osnovna škola Vitomir Širola - Pajo;Osnovna škola;18-494-001;0-0;Istarska;52231  Nedešćina;osnedescina@gmail.com , ured@os-vspajo-nedescina.skole.hr , klara.svrakavskole.hr;NA;www.os-vspajo-nedescina.skole.hr
Osnovna škola - scuola elementare RIVARELA;Osnovna škola, Umjetnička škola;18-495-001;0-0;Istarska;52466  Novigrad;ured@os-rivarela-novigrad.skole.hr;NA;www.os-rivarela-novigrad.skole.hr
Talijanska osnovna škola, Scuola elementare italiana, Novigrad - Cittanova;Osnovna škola;18-495-002;0-0;Istarska;52466  Novigrad;ured@os-talijanska-novigrad.skole.hr;www.os-talijanska-novigrad.skole.hr;www.os-talijanska-novigrad.skole.hr
Osnovna škola - Scuola elementare Milana Šorga Oprtalj - Portole;Osnovna škola;18-496-001;0-0;Istarska;52428  Oprtalj;ured@os-msorga-oprtalj.skole.hr;www.os-msorga-oprtalj.skole.hr;www.os-msorga-oprtalj.skole.hr
OSNOVNA ŠKOLA SVETVINČENAT;Osnovna škola;18-499-001;0-0;Istarska;52342  Svetvinčenat;ured@os-svetvincenat.skole.hr;http://os-svetvincenat.skole.hr/;http://os-svetvincenat.skole.hr/
Osnovna škola JURŠIĆI;Osnovna škola;18-499-002;0-0;Istarska;52342  Juršići;ured@os-jursici.skole.hr;NA;www.os-jursici.skole.hr
Osnovna škola Marije i Line;Osnovna škola, Umjetnička škola;18-501-001;0-0;Istarska;52470  Umag – Umago;ured@os-marijeiline-umag.skole.hr , os-mil@hi.t-com.hr;www.os-marijeiline-umag.skole.hr ;www.os-marijeiline-umag.skole.hr 
Talijanska osnovna škola Galileo Galilei;Osnovna škola;18-501-002;0-0;Istarska;52470  Umag – Umago;sei.umago@os-talijanska-ggalilei-umag.skole.hr , talijan-os-skola@pu.t-com.hr;www.os-talijanska-ggalilei-umag.skole.hr;www.os-talijanska-ggalilei-umag.skole.hr
OSNOVNA ŠKOLA JOŽE ŠURANA VIŠNJAN;Osnovna škola;18-502-001;0-0;Istarska;52463  Višnjan;visnjan@os-jsurana-visnjan.skole.hr;http://os-jsurana-visnjan.skole.hr/;http://os-jsurana-visnjan.skole.hr/
OSNOVNA ŠKOLA VODNJAN - SCUOLA ELEMENTARE DIGNANO;Osnovna škola;18-504-001;0-0;Istarska;52215  Vodnjan-Dignano;ured@os-vodnjan.skole.hr;http://os-vodnjan.skole.hr/;http://os-vodnjan.skole.hr/
OSNOVNA ŠKOLA FAŽANA;Osnovna škola;18-504-002;0-0;Istarska;52212  Fažana;os-fazana@os-fazana.tcloud.hr , os-fazana@os-fazana.tcloud.hr;os-fazana.skole.hr;os-fazana.skole.hr
Osnovna škola Vladimira Nazora;Osnovna škola;18-505-001;0-0;Istarska;52450  Vrsar;ured@os-vnazora-vrsar.skole.hr;http://os-vnazora-vrsar.skole.hr/;http://os-vnazora-vrsar.skole.hr/
Osnovna škola Vladimira Gortana;Osnovna škola;18-506-001;0-0;Istarska;52341  Žminj;ravnatelj@os-vgortan-zminj.skole.hr , ured@os-vgortan-zminj.skole.hr;NA;www.os-vgortan-zminj.skole.hr
Osnovna škola Marina Getaldića;Osnovna škola;19-018-001;0-0;Dubrovačko-neretvanska;20000  Dubrovnik;ured@os-mgetaldica-du.skole.hr;http://os-mgetaldica-du.skole.hr/;http://os-mgetaldica-du.skole.hr/
Osnovna škola Lapad;Osnovna škola;19-018-002;0-0;Dubrovačko-neretvanska;20000  Dubrovnik;ravnatelj@os-lapad-du.skole.hr;NA;www.os-lapad-du.skole.hr
Osnovna škola MARINA DRŽIĆA;Osnovna škola;19-018-003;0-0;Dubrovačko-neretvanska;20000  Dubrovnik;ured@os-mdrzica-du.skole.hr;http://os-mdrzica-du.skole.hr/;http://os-mdrzica-du.skole.hr/
OSNOVNA ŠKOLA IVANA GUNDULIĆA;Osnovna škola;19-018-004;0-0;Dubrovačko-neretvanska;20000  Dubrovnik;tajnistvo@os-igundulic-du.skole.hr , ravnatelj@os-igundulic-du.skole.hr;http://os-igundulic-du.skole.hr;http://os-igundulic-du.skole.hr
OSNOVNA ŠKOLA ANTUNA MASLE - ORAŠAC;Osnovna škola;19-018-005;0-0;Dubrovačko-neretvanska;20234  Orašac;skola@os-amasle-orasac.skole.hr ;http://os-amasle-orasac.skole.hr/;http://os-amasle-orasac.skole.hr/
Osnovna škola Mokošica, Dubrovnik;Osnovna škola;19-018-009;0-0;Dubrovačko-neretvanska;20236  Mokošica;ured@os-mokosica.skole.hr;http://os-mokosica.skole.hr/skola/ploca ;http://os-mokosica.skole.hr/skola/ploca 
Osnovna škola Montovjerna;Osnovna škola;19-018-010;0-0;Dubrovačko-neretvanska;20000  Dubrovnik;tajnistvo@os-montovjerna-du.skole.hr , ravnatelj@os-montovjerna-du.skole.hr;NA;www.os-montovjerna-du.skole.hr
Osnovna škola PETRA KANAVELIĆA;Osnovna škola, Umjetnička škola;19-038-001;0-0;Dubrovačko-neretvanska;20260  Korčula;ured@os-pkanavelica-korcula.skole.hr;http://os-pkanavelica-korcula.skole.hr/;http://os-pkanavelica-korcula.skole.hr/
Osnovna škola ANTE CURAĆ-PINJAC;Osnovna škola;19-038-002;0-0;Dubrovačko-neretvanska;20275  Žrnovo;skola@os-acpinjac-zrnovo.skole.hr , tajnistvo@os-acpinjac-zrnovo.skole.hr;http://os-acpinjac-zrnovo.skole.hr/;http://os-acpinjac-zrnovo.skole.hr/
"OSNOVNA ŠKOLA ""BRAĆA GLUMAC""";Osnovna škola;19-045-001;0-0;Dubrovačko-neretvanska;20290  Lastovo;ured@os-bglumac-lastovo.skole.hr;NA;www.os-bglumac-lastovo.skole.hr
OSNOVNA ŠKOLA STJEPANA RADIĆA;Osnovna škola;19-049-001;0-0;Dubrovačko-neretvanska;20350  Metković;ossradica@os-sradica-metkovic.skole.hr;http://os-sradica-metkovic.skole.hr/;http://os-sradica-metkovic.skole.hr/
Osnovna škola Don Mihovila Pavlinovića;Osnovna škola;19-049-002;0-0;Dubrovačko-neretvanska;20350  Metković;tajnistvo@os-mpavlinovica-metkovic.skole.hr , ravnatelj@os-mpavlinovica-metkovic.skole.hr , admin@os-mpavlinovica-metkovic.skole.hr , ured@os-mpavlinovica-metkovic.skole.hr;NA;www.os-mpavlinovica-metkovic.skole.hr
"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";Osnovna škola, Umjetnička škola;19-112-001;0-0;Dubrovačko-neretvanska;20340  Ploče;osploce@os-vnazor-ploce.skole.hr;http://www.os-vnazor-ploce.skole.hr/;http://www.os-vnazor-ploce.skole.hr/
Osnovna škola FRA ANTE GNJEČA;Osnovna škola;19-112-002;0-0;Dubrovačko-neretvanska;20345  Staševica;skola@os-agnjeca-stasevica.skole.hr;NA;www.os-agnjeca-stasevica.skole.hr
OSNOVNA ŠKOLA IVO DUGANDŽIĆ-MIŠIĆ;Osnovna škola;19-112-004;0-0;Dubrovačko-neretvanska;20344  Komin;racunovodstvo@os-idmisic-komin.skole.hr , tajnistvo@os-idmisic-komin.skole.hr , ured@os-idmisic-komin.skole.hr;http://os-idmisic-komin.skole.hr/;http://os-idmisic-komin.skole.hr/
OSNOVNA ŠKOLA CAVTAT;Osnovna škola;19-507-001;0-0;Dubrovačko-neretvanska;20210  Cavtat;racunovodstvo@os-cavtat.skole.hr , knjiznica@os-cavtat.skole.hr , pauline.runje@os-cavtat.skole.hr , katarina.cumo@os-cavtat.skole.hr , tajnistvo@os-cavtat.skole.hr;http://os-cavtat.skole.hr/;http://os-cavtat.skole.hr/
OSNOVNA ŠKOLA GRUDA;Osnovna škola;19-507-002;0-0;Dubrovačko-neretvanska;20215  Gruda;ravnatelj@os-gruda.skole.hr , racunovodja@os-gruda.skole.hr , knjiznica@os-gruda.skole.hr , pedagog@os-gruda.skole.hr , socijalnipedagog@os-gruda.skole.hr , ured@os-gruda.skole.hr;www.os-gruda.skole.hr;www.os-gruda.skole.hr
Osnovna škola STON;Osnovna škola;19-508-001;0-0;Dubrovačko-neretvanska;20230  Ston;andrijana.mateljak@skole.hr   , radovan.serdarusic@skole.hr , ured@os-ston.skole.hr , mirko.mamic@skole.hr;http://os-ston.skole.hr/;http://os-ston.skole.hr/
Osnovna škola Janjina;Osnovna škola;19-508-002;0-0;Dubrovačko-neretvanska;20246  Janjina;skola@os-janjina.skole.hr;NA;www.os-janjina.skole.hr
OSNOVNA ŠKOLA OREBIĆ;Osnovna škola, Umjetnička škola;19-509-001;0-0;Dubrovačko-neretvanska;20250  Orebić;ured@os-orebic.skole.hr;http://os-orebic.skole.hr/;http://os-orebic.skole.hr/
Osnovna škola Kuna;Osnovna škola;19-509-003;0-0;Dubrovačko-neretvanska;20243  Kuna Pelješka;skola@os-kuna.skole.hr;os-kuna.skole.hr;os-kuna.skole.hr
Osnovna škola Mljet;Osnovna škola;19-510-001;0-0;Dubrovačko-neretvanska;20225  Babino Polje;ured@os-mljet-babinopolje.skole.hr;os-mljet-babinopolje.skole.hr;os-mljet-babinopolje.skole.hr
OSNOVNA ŠKOLA BLATO;Osnovna škola, Umjetnička škola;19-511-001;0-0;Dubrovačko-neretvanska;20271  Blato;tonci.padovan@skole.hr , os-blato@os-blato.skole.hr;	http://os-blato.skole.hr/ ;	http://os-blato.skole.hr/ 
OSNOVNA ŠKOLA OPUZEN;Osnovna škola, Umjetnička škola;19-512-001;0-0;Dubrovačko-neretvanska;20355  Opuzen;info@os-opuzen.skole.hr , os-opuzen-001@os-opuzen.skole.hr;www.os-opuzen.skole.hr;www.os-opuzen.skole.hr
OSNOVNA ŠKOLA KULA NORINSKA;Osnovna škola;19-513-001;0-0;Dubrovačko-neretvanska;20341  Kula Norinska;skola@os-kula-norniska.skole.hr;NA;www.os-kula-norniska.skole.hr
Osnovna škola Otrići-Dubrave;Osnovna škola;19-514-001;0-0;Dubrovačko-neretvanska;20342  Otrić-Seoci;skola@os-otrici-dubrave.skole.hr;os-otrici-dubrave.skole.hr;os-otrici-dubrave.skole.hr
Osnovna škola Vela Luka;Osnovna škola, Umjetnička škola;19-517-001;0-0;Dubrovačko-neretvanska;20270  Vela Luka;osvelaluka@os-vela-luka.skole.hr;http://os-vela-luka.skole.hr/;http://os-vela-luka.skole.hr/
OSNOVNA ŠKOLA SMOKVICA;Osnovna škola;19-518-001;0-0;Dubrovačko-neretvanska;20272  Smokvica;ured@os-smokvica.skole.hr;NA;www.os-smokvica.skole.hr
OSNOVNA ŠKOLA SLANO;Osnovna škola;19-589-001;0-0;Dubrovačko-neretvanska;20232  Slano;ured@os-slano.skole.hr;http://os-slano.skole.hr/;http://os-slano.skole.hr/
OSNOVNA ŠKOLA PRIMORJE;Osnovna škola;19-589-002;0-0;Dubrovačko-neretvanska;20231  Smokovljani;os.primorje@gmail.com , racunovodstvo@os-primorje-smokovljani.skole.hr , ured@os-primorje-smokovljani.skole.hr;www.os-primorje-smokovljani.hr;www.os-primorje-smokovljani.hr
OSNOVNA ŠKOLA TRPANJ;Osnovna škola;19-601-001;0-0;Dubrovačko-neretvanska;20240  Trpanj;ostrpanj@gmail.com , ured@os-trpanj.skole.hr;http://os-trpanj.skole.hr/;http://os-trpanj.skole.hr/
Osnovna škola ŽUPA DUBROVAČKA;Osnovna škola;19-602-001;0-0;Dubrovačko-neretvanska;20207  Mlini;ured@os-zupa-dubrovacka.skole.hr , os-zupa@du.t-com.hr;http://os-zupa-dubrovacka.skole.hr/;http://os-zupa-dubrovacka.skole.hr/
I. OSNOVNA ŠKOLA ČAKOVEC;Osnovna škola;20-010-001;0-0;Međimurska;40000  Čakovec;ured@os-prva-ck.skole.hr;http://os-prva-ck.skole.hr/;http://os-prva-ck.skole.hr/
II. OSNOVNA ŠKOLA ČAKOVEC;Osnovna škola;20-010-002;0-0;Međimurska;40000  Čakovec;vinko.grgic@skole.hr , ii.osnovna.skola2@ck.t-com.hr , ured@os-druga-ck.skole.hr;NA;www.os-druga-ck.skole.hr
III. OSNOVNA  ŠKOLA  ČAKOVEC;Osnovna škola;20-010-003;0-0;Međimurska;40000  Čakovec;treca-os-cakovec@ck.t-com.hr;NA;https://os-treca-ck.skole.hr/
OSNOVNA ŠKOLA VLADIMIRA NAZORA;Osnovna škola;20-010-004;0-0;Međimurska;40000  Pribislavec; , ured@os-vnazor-pribislavec.skole.hr , ured@os-vnazor-pribislavec.skole.hr;www.os-vnazor-pribislavec.skole.hr;www.os-vnazor-pribislavec.skole.hr
CENTAR ZA ODGOJ I OBRAZOVANJE ČAKOVEC;Osnovna škola;20-010-006;0-0;Međimurska;40000  Čakovec;coocakovec@centar-odgojiobrazovanje-ck.skole.hr;www.centar-odgojiobrazovanje-ck.skole.hr;www.centar-odgojiobrazovanje-ck.skole.hr
OSNOVNA ŠKOLA IVANOVEC;Osnovna škola;20-010-009;0-0;Međimurska;40000  Ivanovec;ured@os-ivanovec.skole.hr;NA;www.os-ivanovec.skole.hr
OSNOVNA ŠKOLA KURŠANEC;Osnovna škola;20-010-010;0-0;Međimurska;40000  Kuršanec;skola@os-kursanec.skole.hr;www.os-kursanec.skole.hr;www.os-kursanec.skole.hr
OSNOVNA ŠKOLA Dr. VINKA ŽGANCA VRATIŠINEC;Osnovna škola;20-504-001;0-0;Međimurska;40316  Vratišinec;ured@os-vzganca-vratisinec.skole.hr;NA;www.os-vzganca-vratisinec.skole.hr
OSNOVNA ŠKOLA BELICA;Osnovna škola;20-519-001;0-0;Međimurska;40319  Belica;ured@os-belica.skole.hr;NA;www.os-belica.skole.hr
OSNOVNA ŠKOLA DONJA DUBRAVA;Osnovna škola;20-520-001;0-0;Međimurska;40328  Donja Dubrava;ured@os-donja-dubrava.skole.hr;www.os-donja-dubrava.skole.hr;www.os-donja-dubrava.skole.hr
Osnovna škola Hodošan;Osnovna škola;20-521-001;0-0;Međimurska;40320  Hodošan;osh@os-hodosan.skole.hr;NA;www.os-hodosan.skole.hr
OSNOVNA ŠKOLA GORIČAN;Osnovna škola;20-522-001;0-0;Međimurska;40324  Goričan;osg@os-gorican.skole.hr;NA;www.os-gorican.skole.hr
OSNOVNA ŠKOLA TOMAŠA GORIČANCA MALA SUBOTICA;Osnovna škola;20-523-001;0-0;Međimurska;40321  Mala Subotica;ured@os-mala-subotica.skole.hr;NA;www.os-mala-subotica.skole.hr
OSNOVNA ŠKOLA OREHOVICA;Osnovna škola;20-523-002;0-0;Međimurska;40322  Orehovica;ured@os-orehovica.skole.hr;NA;www.os-orehovica.skole.hr
OSNOVNA ŠKOLA MURSKO SREDIŠĆE;Osnovna škola;20-524-001;0-0;Međimurska;40315  Mursko Središće;osnovna.skola.mursko.sredisce@ck.t-com.hr;NA;https://os-mursko-sredisce.skole.hr/
OSNOVNA ŠKOLA NEDELIŠĆE;Osnovna škola;20-525-001;0-0;Međimurska;40305  Nedelišće;os-nedelisce@os-nedelisce.skole.hr;http://os-nedelisce.skole.hr/;http://os-nedelisce.skole.hr/
Osnovna škola Dr. Ivana Novaka Macinec;Osnovna škola;20-525-002;0-0;Međimurska;40306  Macinec;os.macinec@ck.t-com.hr , tajnistvo@os-macinec.skole.hr , ured@os-inovaka-macinec.skole.hr;NA;www.os-macinec.skole.hr
OSNOVNA ŠKOLA PODTUREN;Osnovna škola;20-526-001;0-0;Međimurska;40317  Podturen;ured@os-podturen.skole.hr , os-podturen-tajnistvo@ck.htnet.hr;www.os-podturen.hr;www.os-podturen.hr
OSNOVNA ŠKOLA PRELOG;Osnovna škola;20-527-001;0-0;Međimurska;40323  Prelog;ured@os-prelog.skole.hr;NA;www.os-prelog.skole.hr
OSNOVNA ŠKOLA DONJI KRALJEVEC;Osnovna škola;20-527-002;0-0;Međimurska;40320  Donji Kraljevec;ravnateljica@os-donji-kraljevec.skole.hr , skola@os-donji-kraljevec.skole.hr;NA;www.os-donji-kraljevec.skole.hr
OSNOVNA ŠKOLA DRAŠKOVEC;Osnovna škola;20-527-003;0-0;Međimurska;40323  Prelog;ured@os-draskovec.skole.hr;www.os-draskovec.skole.hr;www.os-draskovec.skole.hr
OSNOVNA ŠKOLA IVANA GORANA KOVAČIĆA SVETI JURAJ NA BREGU;Osnovna škola;20-528-001;0-0;Međimurska;40311  Pleškovec;ured@os-igkovacic-svetijurajnabregu.skole.hr;NA;www.os-igkovacic-svetijurajnabregu.skole.hr
OSNOVNA ŠKOLA SVETI MARTIN NA MURI;Osnovna škola;20-529-001;0-0;Međimurska;40313  Sveti Martin na Muri;skola@os-svetimartinnamuri.skole.hr;http://os-svetimartinnamuri.skole.hr/;http://os-svetimartinnamuri.skole.hr/
OSNOVNA ŠKOLA SELNICA;Osnovna škola;20-530-001;0-0;Međimurska;40314  Selnica;ured@os-selnica.skole.hr;http://os-selnica.skole.hr;http://os-selnica.skole.hr
OSNOVNA ŠKOLA ŠTRIGOVA;Osnovna škola;20-531-001;0-0;Međimurska;40312  Štrigova;os-strigova@ck.t-com.hr , os-strigova@os-strigova.skole.hr;os-strigova.skole.hr;os-strigova.skole.hr
Osnovna škola Domašinec;Osnovna škola;20-532-001;0-0;Međimurska;40318  Domašinec;ured@os-domasinec.skole.hr;NA;www.os-domasinec.skole.hr
OSNOVNA ŠKOLA JOŽE HORVATA KOTORIBA;Osnovna škola;20-533-001;0-0;Međimurska;40329  Kotoriba;os-kotoriba@ck.t-com.hr , ured@os-jozehorvata-kotoriba.skole.hr;www.os-jozehorvata-kotoriba.skole.hr;www.os-jozehorvata-kotoriba.skole.hr
OSNOVNA ŠKOLA GORNJI MIHALJEVEC;Osnovna škola;20-604-001;0-0;Međimurska;40306  Gornji Mihaljevec;os-gornji-mihaljevec@ck.t-com.hr;NA;https://os-gornji-mihaljevec.skole.hr/
OSNOVNA ŠKOLA STRAHONINEC;Osnovna škola;20-606-001;0-0;Međimurska;40000  Strahoninec;ured@os-strahoninec.skole.hr , os-strahoninec@ck.t-com.hr;www.os-strahoninec.skole.hr;www.os-strahoninec.skole.hr
OSNOVNA ŠKOLA SVETA MARIJA;Osnovna škola;20-607-001;0-0;Međimurska;40326  Sveta Marija;ured@os-sveta-marija.skole.hr;os-sveta-marija.skole.hr;os-sveta-marija.skole.hr
OSNOVNA ŠKOLA PETAR ZRINSKI ŠENKOVEC;Osnovna škola;20-608-001;0-0;Međimurska;40000  Šenkovec;os-pzrinski@os-senkovec.skole.hr;http://os-senkovec.skole.hr/;http://os-senkovec.skole.hr/
Osnovna škola Ivana Gundulića;Osnovna škola;21-114-001;0-0;Grad Zagreb;10000  Zagreb;skola@os-igundulica-zg.skole.hr;NA;www.os-igundulica-zg.skole.hr
Osnovna škola Jabukovac - Zagreb;Osnovna škola;21-114-002;0-0;Grad Zagreb;10000  Zagreb;jabukovac-zagreb@os-jabukovac-zg.skole.hr;NA;www.os-jabukovac-zg.skole.hr
Osnovna škola Miroslava Krleže;Osnovna škola;21-114-003;0-0;Grad Zagreb;10000  Zagreb;osmk@os-mkrleze-zg.skole.hr , osmk@os-mkrleze-zg.skole.hr;http://os-mkrleze-zg.skole.hr/ , http://os-mkrleze-zg.skole.hr/;http://os-mkrleze-zg.skole.hr/ , http://os-mkrleze-zg.skole.hr/
Osnovna škola Šestine;Osnovna škola;21-114-004;0-0;Grad Zagreb;10000  Zagreb;ured@os-sestine-zg.skole.hr;NA;www.os-sestine-zg.skole.hr
Osnovna škola Pantovčak;Osnovna škola;21-114-005;0-0;Grad Zagreb;10000  Zagreb;pantovcak@os-pantovcak-zg.skole.hr;NA;www.os-pantovcak-zg.skole.hr
Osnovna škola Izidora Kršnjavoga;Osnovna škola;21-114-006;0-0;Grad Zagreb;10000  Zagreb;ured@os-ikrsnjavi-zg.skole.hr;1;https://os-ikrsnjavi-zg.skole.hr/
Osnovna škola Ksavera Šandora Gjalskog;Osnovna škola;21-114-007;0-0;Grad Zagreb;10000  Zagreb;skola@os-ksdjalskog-zg.skole.hr;NA;www.os-ksdjalskog-zg.skole.hr
Osnovna škola Josipa Jurja Strossmayera;Osnovna škola;21-114-008;0-0;Grad Zagreb;10000  Zagreb;os.strossmayera@gmail.com;NA;https://www.os-jjstrossmayera-zg.skole.hr/
Osnovna škola Otona Ivekovića;Osnovna škola;21-114-010;0-0;Grad Zagreb;10090  Zagreb;ured@os-oivekovica-zg.skole.hr , os-otona-ivekovica@zg.t-com.hr;NA;www.os-oivekovica-zg.skole.hr
OSNOVNA ŠKOLA KUSTOŠIJA;Osnovna škola;21-114-011;0-0;Grad Zagreb;10000  Zagreb;ured@os-kustosija-zg.skole.hr;os-kustosija-zg.skole.hr;os-kustosija-zg.skole.hr
OSNOVNA ŠKOLA IVANA CANKARA;Osnovna škola;21-114-012;0-0;Grad Zagreb;10000  Zagreb;cankarica@os-icankara-zg.skole.hr;NA;www.os-icankara-zg.skole.hr
Osnovna škola Medvedgrad;Osnovna škola;21-114-013;0-0;Grad Zagreb;10000  Zagreb;ured@os-medvedgrad-zg.skole.hr;http://os-medvedgrad-zg.skole.hr/;http://os-medvedgrad-zg.skole.hr/
OSNOVNA ŠKOLA PAVLEKA MIŠKINE;Osnovna škola;21-114-014;0-0;Grad Zagreb;10000  Zagreb;pavlekica@os-pmiskine-zg.skole.hr;NA;www.os-pmiskine-zg.skole.hr
Osnovna škola Petra Zrinskog;Osnovna škola;21-114-015;0-0;Grad Zagreb;10000  Zagreb;ospz@os-pzrinskog-zg.skole.hr;http://www.os-pzrinskog-zg.skole.hr/;http://www.os-pzrinskog-zg.skole.hr/
OSNOVNA ŠKOLA ANTUNA MIHANOVIĆA;Osnovna škola;21-114-016;0-0;Grad Zagreb;10040  Zagreb;ured@os-amihanovica-zg.skole.hr;NA;www.os-amihanovica-zg.skole.hr
OSNOVNA ŠKOLA RETKOVEC;Osnovna škola;21-114-017;0-0;Grad Zagreb;10040  Zagreb;ured@os-retkovec-zg.skole.hr;NA;www.os-retkovec-zg.skole.hr
OSNOVNA ŠKOLA ŽUTI BRIJEG;Osnovna škola;21-114-018;0-0;Grad Zagreb;10040  Zagreb;skola@os-zutibrijeg-zg.skole.hr;www.os-zutibrijeg-zg.skole.hr;www.os-zutibrijeg-zg.skole.hr
Osnovna škola dr. Ante Starčevića;Osnovna škola;21-114-019;0-0;Grad Zagreb;10040  Zagreb;skola@os-astarcevica-zg.skole.hr;NA;www.os-astarcevica-zg.skole.hr
Osnovna škola Granešina;Osnovna škola;21-114-020;0-0;Grad Zagreb;10040  Zagreb;ured@os-granesina-zg.skole.hr;www.granesina@gmail.com;www.granesina@gmail.com
Osnovna škola IVANA MAŽURANIĆA;Osnovna škola;21-114-021;0-0;Grad Zagreb;10040  Zagreb;ured@os-imazuranica-zg.skole.hr;os-imazuranica-zg.skole.hr;os-imazuranica-zg.skole.hr
Osnovna škola Mate Lovraka;Osnovna škola;21-114-022;0-0;Grad Zagreb;10040  Zagreb;ured@os-mlovraka-zg.skole.hr;http://os-mlovraka-zg.skole.hr;http://os-mlovraka-zg.skole.hr
OSNOVNA ŠKOLA MARIJE JURIĆ ZAGORKE;Osnovna škola;21-114-023;0-0;Grad Zagreb;10040  Zagreb;ured@os-mjzagorke-zg.skole.hr;www.os-mjzagorke-zg.skole.hr;www.os-mjzagorke-zg.skole.hr
Osnovna škola Čučerje;Osnovna škola;21-114-024;0-0;Grad Zagreb;10040  Zagreb;ured@os-cucerje-zg.skole.hr;http://www.os-cucerje-zg.skole.hr/;http://www.os-cucerje-zg.skole.hr/
Osnovna škola Vjenceslava Novaka;Osnovna škola;21-114-025;0-0;Grad Zagreb;10040  Zagreb;ured@os-vnovaka-zg.skole.hr;NA;www.os-vnovaka-zg.skole.hr
Osnovna škola Antuna Branka Šimića;Osnovna škola;21-114-026;0-0;Grad Zagreb;10040  Zagreb;ured@os-absimic-zg.skole.hr;www.os-absimic-zg.skole.hr;www.os-absimic-zg.skole.hr
Osnovna škola Vladimira Nazora;Osnovna škola;21-114-027;0-0;Grad Zagreb;10000  Zagreb;ured@os-vnazora-zg.skole.hr;http://os-vnazora-zg.skole.hr/;http://os-vnazora-zg.skole.hr/
OSNOVNA ŠKOLA ANTUNA GUSTAVA MATOŠA;Osnovna škola;21-114-028;0-0;Grad Zagreb;10000  Zagreb;osagm.zg@gmail.com;www.osagm.hr;www.osagm.hr
Osnovna škola Augusta Harambašića;Osnovna škola;21-114-029;0-0;Grad Zagreb;10000  Zagreb;os-zagreb-029@os-aharambasica-zg.skole.hr;http://www.os-aharambasica-zg.skole.hr/;http://www.os-aharambasica-zg.skole.hr/
